Size: 512
Color: #93b685
Path: m0-5c-2.2091 0-4 1.7909-4 4 0 1.0247 0.39777 1.9241 1.0312 2.625l0.5625-0.5c-0.51563-0.5771-0.84375-1.3469-0.84375-2.375 0-1.7949 1.4551-3 3.25-3 1.25 0 2.75 1.4551 2.75 3.25 0 0.8715-0.25039 1.6242-0.71875 2.1875l0.65625 0.75c0.80063-0.7244 1.3125-1.7688 1.3125-2.9375 0-2.2091-1.7909-4-4-4zm-1.25 5.5c-0.25 2.25-0.75 3.25-1.5 4.5h-1.25c1.5-1.5 2.25-3.25 2.75-4.5zm1.25 0c0 2.25 0.5 3.75 0 5h-1.25c1-1.5 0.5-3.5 1.25-5zm0.75 0c0.75 2 1.5 3 2.5 4.5h-1.5c-0.25-1-1.5-3.25-1-4.5z
jsdotpattern: not available (#1789)
15,23
37,17
67,6
67,518
80,23
106,15
131,21
157,17
177,8
200,3
200,515
225,17
243,7
260,22
291,2
291,514
306,15
337,9
363,14
385,7
409,10
426,22
456,3
456,515
486,12
508,511
-4,511
-4,-1
508,-1
-4,-1
511,25
-1,25
41,37
59,36
77,42
97,40
121,36
154,42
172,33
195,28
218,42
236,34
273,40
288,27
313,31
333,33
351,35
375,33
398,29
433,41
462,44
461,25
487,35
4,48
516,48
26,55
57,59
74,69
105,55
135,52
139,70
180,63
198,53
213,65
251,49
265,67
292,55
315,56
339,65
356,61
381,55
404,53
423,63
448,61
473,65
496,53
7,74
21,87
44,76
82,87
104,82
121,77
162,70
173,88
200,87
225,82
243,71
269,88
291,78
312,86
328,77
374,77
391,89
411,82
438,80
455,89
485,84
501,75
16,108
42,97
62,102
85,106
114,112
128,100
148,95
165,108
191,105
215,107
244,97
257,112
286,103
311,106
347,109
354,93
375,107
411,108
427,105
462,108
482,103
503,111
10,130
34,119
53,130
73,133
99,125
131,136
147,129
169,130
195,126
228,121
244,134
267,131
292,124
313,138
328,118
363,125
392,119
406,133
436,125
456,127
482,126
501,137
11,152
30,150
52,150
86,148
109,145
124,157
161,155
184,149
207,152
225,145
248,155
272,153
296,146
325,158
339,141
360,146
379,156
397,153
424,144
460,159
474,147
500,160
9,177
31,182
52,168
76,167
99,174
126,177
146,168
186,169
203,183
221,177
242,175
266,176
291,167
307,181
332,175
355,172
388,183
410,172
428,173
442,163
481,171
497,187
23,205
46,193
70,191
87,204
109,196
131,200
158,187
168,204
186,196
220,201
245,199
271,192
284,208
309,205
331,199
356,202
370,186
402,197
432,195
458,185
471,196
509,201
-3,201
17,224
41,219
59,217
83,224
107,219
130,230
146,217
164,229
192,214
222,222
255,218
275,229
300,230
319,225
342,220
367,219
383,230
400,217
420,215
445,212
473,219
492,216
17,248
39,245
65,245
85,244
104,248
128,253
148,250
172,249
193,237
217,245
235,238
257,245
284,246
312,250
340,239
361,249
392,247
422,237
439,252
453,233
475,244
506,233
-6,233
7,274
26,269
51,262
78,267
98,273
120,276
147,268
181,271
204,257
225,269
249,268
268,270
292,266
314,271
337,263
368,266
400,275
412,256
431,273
454,270
476,260
500,254
0,296
512,296
32,295
49,283
74,288
95,302
134,296
154,287
174,298
200,282
213,298
237,288
264,292
294,291
317,295
336,284
358,289
381,282
399,298
427,291
458,297
475,283
497,279
15,312
32,324
76,321
64,304
111,310
129,320
147,315
180,317
198,307
226,319
243,308
272,310
298,313
318,324
336,312
358,313
379,310
399,322
422,318
442,313
480,309
501,313
13,337
43,347
54,326
84,336
103,337
121,342
151,342
167,333
195,336
219,343
245,332
265,333
289,330
324,347
342,333
362,340
381,336
407,341
440,336
461,332
480,328
504,340
7,369
23,356
64,353
84,365
105,365
134,360
160,360
180,361
199,360
222,365
245,353
269,366
284,353
305,356
345,357
367,368
387,361
408,367
429,354
451,360
476,352
493,363
11,390
44,372
57,386
77,388
110,391
127,383
150,381
173,387
208,382
230,389
246,377
272,390
293,383
311,378
333,378
358,384
395,392
414,391
430,378
461,374
481,392
500,383
22,410
33,390
56,410
91,415
91,398
130,405
155,405
188,398
193,415
219,410
250,398
269,414
300,406
318,411
335,410
354,404
377,397
414,414
439,400
455,414
465,396
504,409
9,427
34,427
60,431
81,432
108,429
129,424
159,422
166,442
187,432
224,432
245,425
265,438
289,424
307,442
329,436
360,430
380,422
403,431
430,430
453,439
472,427
493,427
18,452
39,453
59,451
81,455
103,454
126,452
144,445
167,461
200,446
219,454
238,453
262,458
285,450
322,459
345,452
367,453
386,449
406,455
434,452
466,459
488,455
508,447
-4,447
16,476
40,476
57,486
78,474
110,485
124,474
146,480
179,478
200,471
220,484
252,476
279,478
298,472
317,482
340,473
361,483
381,475
404,477
427,472
450,474
468,486
506,474
-6,474
17,499
33,509
33,-3
53,505
81,496
99,501
121,505
144,502
167,501
191,496
219,506
219,-6
241,495
261,503
282,500
317,505
344,498
366,505
394,501
418,493
430,0
430,512
445,498
481,505
494,487
